datetime,PARAM_PV,PARAM_PL,Buy_rate,Sell_rate,Pnet,u1,s1,Pchg_1,Pchg_2,Pdchg_1,Pdchg_2,xchg_1,xchg_2,xdchg_1,xdchg_2,soc_1,soc_2,upper_bound_Pchg,upper_bound_Pdchg
2023-03-16 00:00:00,0.3074375,1.826289103313407,2.6,2,-17.70586994956719,11.508815467218676,0.0,8.093509173126893,8.093509173126893,0.0,0.0,1.0,1.0,0.0,0.0,20.0,20.0,0.0,0.0
2023-03-16 00:15:00,0.3074375,1.8302156414444444,2.6,2,-17.70979648769815,11.511367717003798,0.0,8.093509173126892,8.093509173126815,0.0,0.0,1.0,1.0,0.0,0.0,21.53776674289411,21.53776674289411,0.0,0.0
2023-03-16 00:30:00,0.3074375,1.606555349527186,2.6,2,-17.486136195780887,11.365988527257578,0.0,8.09350917312689,8.093509173126813,0.0,0.0,1.0,1.0,0.0,0.0,23.07553348578822,23.075533485788206,0.0,0.0
2023-03-16 00:45:00,0.3074375,1.810593637262636,2.6,2,-17.690174483516316,11.498613414285606,0.0,8.093509173126838,8.093509173126842,0.0,0.0,1.0,1.0,0.0,0.0,24.613300228682327,24.6133002286823,0.0,0.0
2023-03-16 01:00:00,0.3074375,1.804457520888889,2.6,2,-17.68403836714257,11.494624938642671,0.0,8.093509173126838,8.093509173126842,0.0,0.0,1.0,1.0,0.0,0.0,26.151066971576427,26.151066971576395,0.0,0.0
2023-03-16 01:15:00,0.3074375,1.789209679111111,2.6,2,-17.668790525364788,11.484713841487114,0.0,8.093509173126838,8.093509173126842,0.0,0.0,1.0,1.0,0.0,0.0,27.688833714470526,27.688833714470494,0.0,0.0
2023-03-16 01:30:00,0.3074375,2.1288529211435687,2.6,2,-18.008433767397246,11.705481948808211,0.0,8.093509173126838,8.093509173126842,0.0,0.0,1.0,1.0,0.0,0.0,29.226600457364626,29.226600457364594,0.0,0.0
2023-03-16 01:45:00,0.3074375,3.772896273444445,2.6,2,-19.652477119698123,12.77411012780378,0.0,8.093509173126838,8.093509173126842,0.0,0.0,1.0,1.0,0.0,0.0,30.76436720025872,30.764367200258697,0.0,0.0
2023-03-16 02:00:00,0.3074375,3.572229019555555,2.6,2,-19.451809865809235,12.643676412776003,0.0,8.093509173126838,8.093509173126842,0.0,0.0,1.0,1.0,0.0,0.0,32.30213394315282,32.302133943152796,0.0,0.0
2023-03-16 02:15:00,0.3074375,3.106696947777778,2.6,2,-18.98627779403146,12.341080566120448,0.0,8.093509173126838,8.093509173126842,0.0,0.0,1.0,1.0,0.0,0.0,33.83990068604691,33.8399006860469,0.0,0.0
2023-03-16 02:30:00,0.3074375,2.85931609441154,2.6,2,-18.738896940665214,12.18028301143239,0.0,8.093509173126838,8.09350917312684,0.0,0.0,1.0,1.0,0.0,0.0,35.37766742894101,35.377667428941,0.0,0.0
2023-03-16 02:45:00,0.3074375,3.033381748686097,2.6,2,-18.91296259493977,12.293425686710853,0.0,8.093509173126838,8.09350917312684,0.0,0.0,1.0,1.0,0.0,0.0,36.9154341718351,36.9154341718351,0.0,0.0
2023-03-16 03:00:00,0.3074375,2.887978455888889,2.6,2,-18.767559302142566,12.198913546392667,0.0,8.093509173126838,8.09350917312684,0.0,0.0,1.0,1.0,0.0,0.0,38.4532009147292,38.45320091472921,0.0,0.0
2023-03-16 03:15:00,0.3074375,2.8781658195555564,2.6,2,-18.75774666580921,12.192535332775988,0.0,8.093509173126836,8.09350917312682,0.0,0.0,1.0,1.0,0.0,0.0,39.990967657623294,39.99096765762331,0.0,0.0
2023-03-16 03:30:00,0.3074375,2.913405147777778,2.6,2,-18.792985994031433,12.215440896120434,0.0,8.093509173126838,8.09350917312682,0.0,0.0,1.0,1.0,0.0,0.0,41.52873440051739,41.52873440051741,0.0,0.0
2023-03-16 03:45:00,0.3074375,2.9667756782853134,2.6,2,-18.846356524538972,12.250131740950332,0.0,8.093509173126838,8.09350917312682,0.0,0.0,1.0,1.0,0.0,0.0,43.06650114341149,43.0665011434115,0.0,0.0
