datetime,PARAM_PV,PARAM_PL,Buy_rate,Sell_rate,Pnet,u1,s1,Pchg_1,Pchg_2,Pdchg_1,Pdchg_2,xchg_1,xchg_2,xdchg_1,xdchg_2,soc_1,soc_2,upper_bound_Pchg,upper_bound_Pdchg
2023-03-17 05:45:00,0.3778125,2.632703309814555,2.6,2,-0.46042608827536746,0.29927695737898896,0.0,0.0,0.0,0.8972323607695252,0.8972323607696624,0.0,0.0,1.0,1.0,45.821913502774386,45.82191350277362,0.0,0.0
2023-03-17 06:00:00,0.3778125,2.591745125945844,2.6,2,-0.4194679044042483,0.27265413786276116,0.0,0.0,0.0,0.8972323607707292,0.8972323607708664,0.0,0.0,1.0,1.0,45.61880487554869,45.61880487554789,0.0,0.0
2023-03-17 06:15:00,0.3778125,2.672309757555562,2.6,2,-0.5000325360139665,0.3250211484090779,0.0,0.0,0.0,0.8972323607707292,0.8972323607708664,0.0,0.0,1.0,1.0,45.41569624832272,45.415696248321886,0.0,0.0
2023-03-17 06:30:00,0.38188721907926815,2.536887993177242,2.6,2,-0.360536052556378,0.23434843416164566,0.0,0.0,0.0,0.8972323607707292,0.8972323607708664,0.0,0.0,1.0,1.0,45.212587621096745,45.212587621095885,0.0,0.0
2023-03-17 06:45:00,0.315796415436075,2.478163446444445,2.6,2,-0.36790230946677427,0.23913650115340315,0.0,0.0,0.0,0.8972323607707292,0.8972323607708664,0.0,0.0,1.0,1.0,45.009478993870765,45.009478993869884,0.0,0.0
2023-03-17 07:00:00,0.4990296740023369,2.595492822364696,2.6,2,-0.3019984268207637,0.1962989774334963,0.0,0.0,0.0,0.8972323607707292,0.8972323607708664,0.0,0.0,1.0,1.0,44.80637036664479,44.80637036664388,0.0,0.11721662012294398
2023-03-17 07:15:00,1.1295203478195674,2.689551829111111,2.6,2,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.7800157406477852,0.7800157406437586,0.0,0.0,1.0,1.0,44.60326173941878,44.60326173941788,0.059470114658543925,0.7800157406477852
2023-03-17 07:30:00,2.685866284495398,2.566926055178391,2.6,2,0.0,0.0,0.0,0.05947011465854391,0.05947011465846352,0.0,0.0,1.0,1.0,0.0,0.0,44.426687717766775,44.426687717766775,0.8666806091033402,0.0
2023-03-17 07:45:00,4.482879414968104,2.6305779674444434,2.6,2,0.0,0.0,0.0,0.9261507237618841,0.9261507237617764,0.0,0.0,1.0,1.0,0.0,0.0,44.437987039551885,44.437987039551885,0.42417311418556763,0.0
2023-03-17 08:00:00,6.78248099797762,4.016801705333355,2.6,2,0.06503161674934799,0.0,0.0,1.3503238379474518,1.3503238379474651,0.0,0.0,1.0,1.0,0.0,0.0,44.61395567706663,44.61395567706662,0.0,0.0
2023-03-17 08:15:00,6.87069602389494,4.170048348000023,2.6,2,0.0,0.0,0.0,1.3503238379474516,1.3503238379474651,0.0,0.0,1.0,1.0,0.0,0.0,44.870517206276645,44.87051720627664,0.29731062631008537,0.0
2023-03-17 08:30:00,7.539732537980393,7.904131354120402,2.6,2,-2.470425239414742,1.6057764056195825,0.0,1.0530132116373665,1.0530132116373665,0.0,0.0,1.0,1.0,0.0,0.0,45.12707873548666,45.12707873548666,0.0,0.0
2023-03-17 08:45:00,9.606449743248513,9.251409373555584,2.6,2,-1.7509860535818031,1.1381409348281721,0.0,1.0530132116373665,1.0530132116373665,0.0,0.0,1.0,1.0,0.0,0.0,45.327151245697756,45.327151245697756,0.0,0.0
2023-03-17 09:00:00,12.744838816301263,10.638812393026573,5.8,2,-4.218847493575595e-14,0.0,0.0,1.053013211637366,1.053013211637366,0.0,0.0,1.0,1.0,0.0,0.0,45.527223755908864,45.52722375590886,1.0530132116373663,3.150842629945357
2023-03-17 09:15:00,13.262622176998176,19.56430743688887,5.8,2,0.0,0.0,0.0,0.0,0.0,3.150842629945357,3.1508426299453376,0.0,0.0,1.0,1.0,45.727296266119964,45.72729626611996,0.0,2.0119722067490935
2023-03-17 09:30:00,16.946418387385215,19.22415923377775,5.8,2,0.0,0.0,0.0,0.0,0.0,1.1388704231962634,1.1388704231962727,0.0,0.0,1.0,1.0,45.014032512878224,45.014032512878224,0.0,1.1388704231962634
2023-03-17 09:45:00,21.506838713553076,17.677295913732333,5.8,2,3.829542799820743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.75622370174155,44.75622370174155,0.0,1.3813051386246078
2023-03-17 10:00:00,15.197940378750726,17.96055065599998,5.8,2,-4.440892098500626e-16,0.0,0.0,0.0,0.0,1.3813051386246078,1.3813051386246469,0.0,0.0,1.0,1.0,44.75622370174155,44.75622370174155,0.0,1.0669891912231002
2023-03-17 10:15:00,12.3736089646379,17.270197624333328,5.8,2,-4.440892098500626e-16,0.0,0.0,0.0,0.0,2.448294329847708,2.44829432984772,0.0,0.0,1.0,1.0,44.44353436645583,44.44353436645583,0.0,1.9798387846427439
2023-03-17 10:30:00,16.955316936859163,17.892228027269088,5.8,2,0.0,0.0,0.0,0.0,0.0,0.468455545204964,0.46845554520496113,0.0,0.0,1.0,1.0,43.88930814577723,43.88930814577723,0.0,0.468455545204964
2023-03-17 10:45:00,18.55671226951218,17.22547335888892,5.8,2,1.3312389106232594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.78326274788137,43.78326274788137,0.0,1.391023549206763
2023-03-17 11:00:00,14.852392647475323,17.634439745888837,5.8,2,-4.440892098500626e-16,0.0,0.0,0.0,0.0,1.391023549206763,1.3910235492067506,0.0,0.0,1.0,1.0,43.78326274788137,43.78326274788137,0.0,1.391023549206763
2023-03-17 11:15:00,25.446284006015173,16.708368719111125,5.8,2,8.737915286904048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.468373432837396,43.468373432837396,0.0,2.5709392256777472
2023-03-17 11:30:00,17.558534644678854,22.700413096034364,5.8,2,4.440892098500626e-16,0.0,0.0,0.0,0.0,2.5709392256777477,2.5709392256777623,0.0,0.0,1.0,1.0,43.468373432837396,43.468373432837396,4.4910662084783475,2.5709392256777472
2023-03-17 11:45:00,23.295971109178957,14.313838692222246,5.8,2,-8.881784197001252e-16,0.0,0.0,4.4910662084783475,4.491066208478364,0.0,0.0,1.0,1.0,0.0,0.0,42.886383794879784,42.886383794879784,0.0,0.0
2023-03-17 12:00:00,28.704613981940486,15.105686262777768,5.8,2,4.616795302206007,0.0,0.0,4.4910662084783475,4.491066208478364,0.0,0.0,1.0,1.0,0.0,0.0,43.73968637449067,43.739686374490674,2.238507393931925,0.0
2023-03-17 12:15:00,19.44676518984356,14.94164756075071,5.8,2,-8.881784197001252e-16,0.0,0.0,2.2525588145464215,2.2525588145464304,0.0,0.0,1.0,1.0,0.0,0.0,44.592988954101564,44.592988954101564,2.252558814546422,0.7241912011320462
2023-03-17 12:30:00,13.030164471125927,14.478546873389934,5.8,2,1.1102230246251565e-16,0.0,0.0,0.0,0.0,0.7241912011320462,0.7241912011319614,0.0,0.0,1.0,1.0,45.02097512886539,45.02097512886539,4.280448459775732,0.7241912011320462
2023-03-17 12:45:00,21.430459343884866,12.869562424333406,5.8,2,-8.881784197001252e-16,0.0,0.0,4.280448459775732,4.280448459775729,0.0,0.0,1.0,1.0,0.0,0.0,44.85703824122941,44.857038241229404,2.863546958020334,0.0
2023-03-17 13:00:00,25.11715111370334,10.82916027811118,5.8,2,-2.6645352591003757e-15,0.0,0.0,7.143995417796066,7.143995417796097,0.0,0.0,1.0,1.0,0.0,0.0,45.6703234485868,45.6703234485868,0.31090041937593693,0.0
2023-03-17 13:15:00,26.692012399746467,11.680188359759608,5.8,2,0.10203236564284968,0.0,0.0,7.454895837172002,7.454895837172007,0.0,0.0,1.0,1.0,0.0,0.0,47.02768257796805,47.02768257796805,0.0,0.0
2023-03-17 13:30:00,26.565249765899445,11.655458091555438,5.8,2,-2.6645352591003757e-15,0.0,0.0,7.454895837172002,7.454895837172007,0.0,0.0,1.0,1.0,0.0,0.0,48.44411278703073,48.44411278703073,0.3859742476506848,0.0
2023-03-17 13:45:00,25.565420238598175,11.427577059555569,5.8,2,0.0,0.0,0.0,7.068921589521318,7.068921589521288,0.0,0.0,1.0,1.0,0.0,0.0,49.86054299609341,49.86054299609341,0.7284533540647617,0.0
2023-03-17 14:00:00,24.703072713802253,12.022136242889095,5.8,2,-2.6645352591003757e-15,0.0,0.0,6.340468235456556,6.340468235456605,0.0,0.0,1.0,1.0,0.0,0.0,51.20363809810246,51.20363809810246,0.08801273019602236,0.0
2023-03-17 14:15:00,24.541314078366916,12.036403067845944,5.8,2,-1.7763568394002505e-15,0.0,0.0,6.252455505260534,6.25245550526044,0.0,0.0,1.0,1.0,0.0,0.0,52.408327062839206,52.40832706283921,5.161911611463874,0.0
2023-03-17 14:30:00,19.783052038543275,17.601964250949973,5.8,2,0.0,0.0,0.0,1.09054389379666,1.0905438937966423,0.0,0.0,1.0,1.0,0.0,0.0,53.59629360883871,53.59629360883871,0.14478749214815564,0.0
2023-03-17 14:45:00,20.319618463630352,18.428105660333355,5.8,2,-3.3306690738754696e-16,0.0,0.0,0.9457564016485044,0.9457564016484934,0.0,0.0,1.0,1.0,0.0,0.0,53.80349694866007,53.80349694866007,2.3857463548069795,0.0
2023-03-17 15:00:00,20.20786346670804,12.963334006222231,5.8,2,0.5815239475748424,0.0,0.0,3.331502756455484,3.331502756455483,0.0,0.0,1.0,1.0,0.0,0.0,53.98319066497328,53.98319066497328,0.0,0.0
2023-03-17 15:15:00,18.38419491011972,11.721189397208754,5.8,2,-8.881784197001252e-16,0.0,0.0,3.3315027564554844,3.3315027564554835,0.0,0.0,1.0,1.0,0.0,0.0,54.616176188699825,54.616176188699825,0.27140385367342956,0.0
2023-03-17 15:30:00,17.11486104756405,10.99466324199989,5.8,2,0.0,0.0,0.0,3.0600989027820544,3.0600989027821077,0.0,0.0,1.0,1.0,0.0,0.0,55.249161712426364,55.249161712426364,1.6011537403402354,0.0
