datetime,PARAM_PV,PARAM_PL,Buy_rate,Sell_rate,Pnet,u1,s1,Pchg_1,Pchg_2,Pdchg_1,Pdchg_2,xchg_1,xchg_2,xdchg_1,xdchg_2,soc_1,soc_2
2023-03-16 17:45:00,0.996988833011135,14.082567767444436,5.8,2,8.881784197001252e-16,0.0,0.0,0.0,0.0,6.542789467216682,6.542789467216619,0.0,0.0,1.0,1.0,72.91633026389579,72.91633026389576
2023-03-16 18:00:00,0.47625517516364624,10.810848077423085,5.8,2,8.881784197001252e-16,0.0,0.0,0.0,0.0,5.167296451129712,5.167296451129729,0.0,0.0,1.0,1.0,71.43522342355246,71.43522342355244
2023-03-16 18:15:00,0.2947219839797375,13.439389762447094,5.8,2,-8.881784197001252e-16,0.0,0.0,0.0,0.0,6.572333889233726,6.572333889233629,0.0,0.0,1.0,1.0,70.2654902144682,70.26549021446819
2023-03-16 18:30:00,0.3778125,13.60541638722513,5.8,2,8.881784197001252e-16,0.0,0.0,0.0,0.0,6.613801943612574,6.6138019436125575,0.0,0.0,1.0,1.0,68.77769533292123,68.77769533292124
2023-03-16 18:45:00,0.3778125,15.962510236780432,5.8,2,-8.881784197001252e-16,0.0,0.0,0.0,0.0,7.792348868390179,7.792348868390253,0.0,0.0,1.0,1.0,67.28051322910402,67.28051322910402
2023-03-16 19:00:00,0.3778125,16.103583393815477,5.8,2,0.0,0.0,0.0,0.0,0.0,7.862885446907757,7.86288544690772,0.0,0.0,1.0,1.0,65.51654064995513,65.51654064995513
2023-03-16 19:15:00,0.3778125,16.606257871888893,5.8,2,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,8.1142226859444,8.11422268594449,0.0,0.0,1.0,1.0,63.73660053746893,63.736600537468945
2023-03-16 19:30:00,0.3778125,15.239475475555556,5.8,2,-2.6645352591003757e-15,0.0,0.0,0.0,0.0,7.430831487777806,7.430831487777748,0.0,0.0,1.0,1.0,61.89976461535362,61.899764615353604
2023-03-16 19:45:00,0.3778125,12.018380038222224,5.8,2,-1.7763568394002505e-15,0.0,0.0,0.0,0.0,5.820283769111066,5.820283769111157,0.0,0.0,1.0,1.0,60.217629586994185,60.217629586994185
2023-03-16 20:00:00,0.3778125,10.924380301555576,5.8,2,-8.881784197001252e-16,0.0,0.0,0.0,0.0,5.273283900777816,5.27328390077776,0.0,0.0,1.0,1.0,58.900078082950934,58.900078082950905
2023-03-16 20:15:00,0.3778125,12.071491308888902,5.8,2,-8.881784197001252e-16,0.0,0.0,0.0,0.0,5.846839404444475,5.8468394044444265,0.0,0.0,1.0,1.0,57.70635224236739,57.70635224236737
2023-03-16 20:30:00,0.3778125,8.455029678971501,5.8,2,-8.881784197001252e-16,0.0,0.0,0.0,0.0,4.038608589485766,4.038608589485735,0.0,0.0,1.0,1.0,56.38278927588307,56.38278927588307
2023-03-16 20:45:00,0.3778125,5.890670862777759,5.8,2,-8.881784197001252e-16,0.0,0.0,0.0,0.0,2.7564291813888384,2.7564291813889192,0.0,0.0,1.0,1.0,55.468559827216225,55.46855982721623
2023-03-16 21:00:00,0.3778125,5.7393423116923925,5.8,2,0.0,0.0,0.0,0.0,0.0,2.6807649058462477,2.6807649058461447,0.0,0.0,1.0,1.0,54.84458038604162,54.844580386041606
2023-03-16 21:15:00,0.3778125,6.015259124666678,5.8,2,0.0,0.0,0.0,0.0,0.0,2.8187233123333004,2.8187233123333777,0.0,0.0,1.0,1.0,54.23772924719697,54.237729247196974
2023-03-16 21:30:00,0.3778125,3.894620590888888,5.8,2,-2.220446049250313e-16,0.0,0.0,0.0,0.0,1.7584040454444463,1.7584040454444412,0.0,0.0,1.0,1.0,53.599648135180374,53.59964813518037
2023-03-16 21:45:00,0.3778124999999994,3.758073933043673,5.8,2,-4.440892098500626e-16,0.0,0.0,0.0,0.0,1.6901307165218213,1.690130716521852,0.0,0.0,1.0,1.0,53.20159402189357,53.20159402189356
2023-03-16 22:00:00,0.3778125,3.5787281877777755,5.8,2,0.0,0.0,0.0,0.0,0.0,1.6004578438889305,1.6004578438888448,0.0,0.0,1.0,1.0,52.81899510474092,52.81899510474091
2023-03-16 22:15:00,0.3778125,3.895818242444446,5.8,2,-2.220446049250313e-16,0.0,0.0,0.0,0.0,1.759002871222214,1.7590028712222316,0.0,0.0,1.0,1.0,52.456695649418016,52.45669564941802
2023-03-16 22:30:00,0.3778125,3.75135233318148,5.8,2,0.0,0.0,0.0,0.0,0.0,1.6867699165907446,1.6867699165907353,0.0,0.0,1.0,1.0,52.05850597851316,52.05850597851316
2023-03-16 22:45:00,0.3778125,3.654019708444429,5.8,2,-6.661338147750939e-16,0.0,0.0,0.0,0.0,1.638103604222201,1.638103604222227,0.0,0.0,1.0,1.0,51.67666785364825,51.67666785364825
2023-03-16 23:00:00,0.3778125,4.0621874174444415,2.6,2,-2.220446049250313e-16,0.0,0.0,0.0,0.0,1.842187458722243,1.842187458722198,0.0,0.0,1.0,1.0,51.30584643786507,51.305846437865064
2023-03-16 23:15:00,0.3778125,3.54167955621727,2.6,2,0.0,0.0,0.0,0.0,0.0,1.5819335281086273,1.5819335281086424,0.0,0.0,1.0,1.0,50.88882607369478,50.88882607369479
2023-03-16 23:30:00,0.3778125,3.795325602888896,2.6,2,0.0,0.0,0.0,0.0,0.0,1.7087565514444185,1.7087565514444776,0.0,0.0,1.0,1.0,50.53072001187053,50.530720011870535
2023-03-16 23:45:00,0.3778125,3.550106860854024,2.6,2,0.0,0.0,0.0,0.0,0.0,1.5861471804270377,1.5861471804269862,0.0,0.0,1.0,1.0,50.14390472008911,50.143904720089104
2023-03-17 00:00:00,0.3778125,3.803744482819965,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.712965991409941,1.712965991410024,0.0,0.0,1.0,1.0,49.784844803750225,49.78484480375023
2023-03-17 00:15:00,0.3778125,3.493903490666684,2.6,2,0.0,0.0,0.0,0.0,0.0,1.5580454953333946,1.5580454953332894,0.0,0.0,1.0,1.0,49.39707661101453,49.39707661101452
2023-03-17 00:30:00,0.3778125,3.772121714377741,2.6,2,6.661338147750939e-16,0.0,0.0,0.0,0.0,1.6971546071888628,1.6971546071888786,0.0,0.0,1.0,1.0,49.044378140084504,49.04437814008451
2023-03-17 00:45:00,0.3778125,3.611013247702753,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.6166003738513686,1.6166003738513843,0.0,0.0,1.0,1.0,48.66018920806665,48.660189208066654
2023-03-17 01:00:00,0.3778125,3.794357426666671,2.6,2,0.0,0.0,0.0,0.0,0.0,1.7082724633333528,1.7082724633333182,0.0,0.0,1.0,1.0,48.29423552977545,48.29423552977545
2023-03-17 01:15:00,0.3778125,3.618039434333349,2.6,2,4.440892098500626e-16,0.0,0.0,0.0,0.0,1.6201134671666633,1.620113467166686,0.0,0.0,1.0,1.0,47.9075298221731,47.90752982217311
2023-03-17 01:30:00,0.3778125,3.673794590222214,2.6,2,-4.440892098500626e-16,0.0,0.0,0.0,0.0,1.6479910451111082,1.6479910451111055,0.0,0.0,1.0,1.0,47.540780876577934,47.540780876577934
2023-03-17 01:45:00,0.3778125,3.609930710222231,2.6,2,4.440892098500626e-16,0.0,0.0,0.0,0.0,1.6160591051111433,1.6160591051110882,0.0,0.0,1.0,1.0,47.16772121724322,47.16772121724322
2023-03-17 02:00:00,0.3778125,3.6158725262503073,2.6,2,6.661338147750939e-16,0.0,0.0,0.0,0.0,1.6190300131251398,1.619030013125168,0.0,0.0,1.0,1.0,46.801890067246354,46.80189006724637
2023-03-17 02:15:00,0.3778125,3.730065718000021,2.6,2,4.440892098500626e-16,0.0,0.0,0.0,0.0,1.676126609000004,1.6761266090000173,0.0,0.0,1.0,1.0,46.43538638572397,46.43538638572398
2023-03-17 02:30:00,0.3778125,3.452473756069902,2.6,2,0.0,0.0,0.0,0.0,0.0,1.5373306280349242,1.5373306280349779,0.0,0.0,1.0,1.0,46.055957611756796,46.0559576117568
2023-03-17 02:45:00,0.3778125,3.4430800474444263,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.5326337737222617,1.5326337737221647,0.0,0.0,1.0,1.0,45.707948414691735,45.70794841469173
2023-03-17 03:00:00,0.3778125,3.1471189188768776,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.3846532094384065,1.3846532094384711,0.0,0.0,1.0,1.0,45.361002455728006,45.36100245572802
2023-03-17 03:15:00,0.3778125,2.9673412654444418,2.6,2,2.220446049250313e-16,0.0,0.0,0.0,0.0,1.2947643827222208,1.294764382722221,0.0,0.0,1.0,1.0,45.04755520967517,45.04755520967517
2023-03-17 03:30:00,0.3778125,2.877503927710308,2.6,2,0.0,0.0,0.0,0.0,0.0,1.2498457138551602,1.2498457138551478,0.0,0.0,1.0,1.0,44.75445631149243,44.75445631149243
2023-03-17 03:45:00,0.3778125,2.820600614000002,2.6,2,-2.220446049250313e-16,0.0,0.0,0.0,0.0,1.2213940570000015,1.2213940570000004,0.0,0.0,1.0,1.0,44.47152575940299,44.47152575940299
2023-03-17 04:00:00,0.3778125,2.8090956173957475,2.6,2,4.440892098500626e-16,0.0,0.0,0.0,0.0,1.21564155869787,1.215641558697878,0.0,0.0,1.0,1.0,44.19503587666388,44.19503587666388
