datetime,PV,PL,Buy_rate,Sell_rate,Pchg_1,Pchg_2,Pdchg_1,Pdchg_2,s,soc_1,soc_2,u,xchg_1,xchg_2,xdchg_1,xdchg_2,Pnet
02-Nov-2023 06:00:00,0,1.6383741,2.6,2,0.0116715835628505,0.0116715835628518,0,0,0,76.0505277910344,76.0505277910344,1.08011622363171,1,1,-0,-0,-1.6617172671257
02-Nov-2023 06:15:00,0.154189941930771,1.7030463,2.6,2,0.0116715835628505,0.0116715835628518,0,0,0,76.0527453919113,76.0527453919113,1.02192969137671,1,1,-0,-0,-1.57219952519493
02-Nov-2023 06:30:00,0.640827180790901,2.0062895,2.6,2,0.0116715835628505,0.0116715835628518,0,0,0,76.0549629927883,76.0549629927883,0.902723566117621,1,1,-0,-0,-1.3888054863348
02-Nov-2023 06:45:00,1.04931501374245,2.0155978,2.6,2,0.0116715835628505,0.0116715835628518,0,0,0,76.0571805936652,76.0571805936652,0.643256869699116,1,1,-0,-0,-0.989625953383255
02-Nov-2023 07:00:00,1.65688245635033,2.5484319,2.6,2,0.0116715835628505,0.0116715835628518,0,0,0,76.0593981945422,76.0593981945422,0.594680197003994,1,1,-0,-0,-0.914892610775376
02-Nov-2023 07:15:00,2.23705811433792,2.823119,2.6,2,0.0116715835628505,0.0116715835628518,0,0,0,76.0616157954191,76.0616157954191,0.396112634312058,1,1,-0,-0,-0.609404052787781
02-Nov-2023 07:30:00,2.79863032579422,3.2938333,2.6,2,0.0116715835628505,0.0116715835628518,0,0,0,76.063833396296,76.0638333962961,0.337054991865463,1,1,-0,-0,-0.518546141331482
02-Nov-2023 07:45:00,3.8888561671257,3.865513,2.6,2,0.0116715835628505,0.0116715835628518,0,0,0,76.066050997173,76.066050997173,0,1,1,-0,-0,0
02-Nov-2023 08:00:00,4.29062546539307,4.394658,2.6,2,0.0116715835628505,0.0116715835628518,0,0,0,76.0682685980499,76.0682685980499,0.082794206126213,1,1,-0,-0,-0.127375701732635
02-Nov-2023 08:15:00,4.57660075206757,4.983147,2.6,2,0.0116715835628505,0.0116715835628518,0,0,0,76.0704861989268,76.0704861989268,0.279428119787789,1,1,-0,-0,-0.429889415058136
02-Nov-2023 08:30:00,5.37171491088867,5.250503,2.6,2,0.0606059554441847,0.060605955444488,0,0,0,76.0727037998038,76.0727037998038,0,1,1,-0,-0,0
02-Nov-2023 08:45:00,6.35454309368134,5.323201,2.6,2,0.51567104684065,0.515671046840686,0,0,0,76.0842189313382,76.0842189313382,0,1,1,-0,-0,0
02-Nov-2023 09:00:00,7.29726734275818,5.576591,5.8,2,0.860338171379115,0.860338171379064,0,0,0,76.1821964302379,76.1821964302379,0,1,1,-0,-0,0
02-Nov-2023 09:15:00,7.97722767620087,5.5883975,5.8,2,1.1944150881004,1.19441508810047,0,0,0,76.3456606827999,76.3456606827999,0,1,1,-0,-0,0
02-Nov-2023 09:30:00,8.71512498207092,5.8417377,5.8,2,1.43669364103545,1.43669364103548,0,0,0,76.572599549539,76.572599549539,0,1,1,-0,-0,0
02-Nov-2023 09:45:00,9.23257211265564,5.7503076,5.8,2,1.74113225632781,1.74113225632783,0,0,0,76.8455713413357,76.8455713413357,0,1,1,-0,-0,0
02-Nov-2023 10:00:00,9.73214491767883,6.2494807,5.8,2,1.74113225632781,1.74113225632783,0,0,0,77.176386470038,77.176386470038,0,1,1,-0,-0,0.00039970502319342
02-Nov-2023 10:15:00,9.92010186195374,6.616267,5.8,2,1.65191743097689,1.65191743097684,0,0,0,77.5072015987403,77.5072015987403,0,1,1,-0,-0,0
02-Nov-2023 10:30:00,10.7377591209412,6.98474,5.8,2,1.78283522211305,1.78283522211303,0,0,0,77.8210659106259,77.8210659106259,0,1,1,-0,-0,0.187348676715086
02-Nov-2023 10:45:00,10.8104681442261,7.2447977,5.8,2,1.78283522211305,1.78283522211303,0,0,0,78.1598046028274,78.1598046028274,0,1,1,-0,-0,-4.44089209850063e-16
02-Nov-2023 11:00:00,11.1339006855011,7.535084,5.8,2,1.78283522211305,1.78283522211303,0,0,0,78.4985432950288,78.4985432950288,0,1,1,-0,-0,0.0331462412750247
02-Nov-2023 11:15:00,10.8525173606873,7.6537046,5.8,2,1.59940638034366,1.5994063803436,0,0,0,78.8372819872303,78.8372819872303,0,1,1,-0,-0,0
02-Nov-2023 11:30:00,10.0400641651154,8.1581135,5.8,2,0.940975332557695,0.940975332557661,0,0,0,79.1411691994956,79.1411691994956,0,1,1,-0,-0,0
02-Nov-2023 11:45:00,10.5557474830627,8.40158,5.8,2,0.940975332557695,0.940975332557661,0,0,0,79.3199545126816,79.3199545126816,0,1,1,-0,-0,0.27221681794739
02-Nov-2023 12:00:00,10.2425992080688,8.3798275,5.8,2,0.931385854034444,0.931385854034404,0,0,0,79.4987398258675,79.4987398258675,0,1,1,-0,-0,0
02-Nov-2023 12:15:00,10.6215251163483,8.798962,5.8,2,0.911281558174138,0.911281558174129,0,0,0,79.6757031381341,79.6757031381341,0,1,1,-0,-0,0
02-Nov-2023 12:30:00,10.3054685188293,8.793175,5.8,2,0.756146759414677,0.756146759414668,0,0,0,79.8488466341872,79.8488466341872,0,1,1,-0,-0,2.22044604925031e-16
02-Nov-2023 12:45:00,9.4933715423584,9.414577,5.8,2,0.0393972711791728,0.0393972711792275,0,0,0,79.992514518476,79.992514518476,0,1,1,-0,0,0
02-Nov-2023 13:00:00,8.94106294784546,9.956752,5.8,2,0,0,0.507844526077233,0.507844526077233,0,80,80,0,-0,-0,1,1,-7.48290318597356e-14
02-Nov-2023 13:15:00,8.38115757293701,10.594054,5.8,2,0,0,1.10644821353147,1.10644821353152,0,79.8850380246571,79.8850380246571,0,-0,-0,1,1,0
02-Nov-2023 13:30:00,8.61556702423096,11.054872,5.8,2,0,0,1.21965248788467,1.21965248788438,0,79.6345687063704,79.6345687063704,0,-0,-0,1,1,0
02-Nov-2023 13:45:00,8.01192207241058,11.389616,5.8,2,0,0,1.68884696379455,1.68884696379486,0,79.3584730667814,79.3584730667814,0,-0,-0,1,1,0
02-Nov-2023 14:00:00,7.54735235481262,11.606024,5.8,2,0,0,2.0293358225937,2.02933582259368,0,78.9761647557922,78.9761647557922,0,-0,-0,1,1,0
02-Nov-2023 14:15:00,7.25334005470276,11.45595,5.8,2,0,0,2.10130497264874,2.1013049726485,0,78.5167791705984,78.5167791705983,0,-0,-0,1,1,0
02-Nov-2023 14:30:00,6.56679686908722,11.406244,5.8,2,0,0,2.41972356545624,2.41972356545654,0,78.0411017574351,78.0411017574351,0,-0,-0,1,1,0
02-Nov-2023 14:45:00,6.05525663852692,11.690719,5.8,2,0,0,2.81773118073657,2.81773118073651,0,77.4933431687636,77.4933431687636,0,-0,-0,1,1,0
02-Nov-2023 15:00:00,5.32618079624176,11.64451,5.8,2,0,0,3.15916460187928,3.15916460187896,0,76.8554866479404,76.8554866479404,0,-0,0,1,1,0
02-Nov-2023 15:15:00,4.91911789970398,11.38243,5.8,2,0,0,3.23165605014787,3.23165605014815,0,76.1403390300843,76.1403390300843,0,-0,-0,1,1,-8.88178419700125e-16
02-Nov-2023 15:30:00,4.33460412197113,11.315078,5.8,2,0,0,3.49023693901444,3.49023693901443,0,75.4087813503677,75.4087813503677,0,-0,-0,1,1,-8.88178419700125e-16
02-Nov-2023 15:45:00,3.39887439336777,10.9432,5.8,2,0,0,3.77216280331624,3.77216280331599,0,74.6186880987515,74.6186880987515,0,-0,-0,1,1,0
02-Nov-2023 16:00:00,2.82283930234909,10.734689,5.8,2,0,0,3.95592484882533,3.95592484882558,0,73.7647746175254,73.7647746175254,0,-0,0,1,1,8.88178419700125e-16
02-Nov-2023 16:15:00,1.85094445352554,10.598842,5.8,2,0,0,4.37394877323735,4.37394877323711,0,72.8692624842316,72.8692624842316,0,-0,0,1,1,0
02-Nov-2023 16:30:00,1.32717143340111,9.952681,5.8,2,0,0,4.31275478329933,4.31275478329956,0,71.8791212791977,71.8791212791977,0,-0,0,1,1,0
02-Nov-2023 16:45:00,0.89330070912838,9.580698,5.8,2,0,0,4.34369864543591,4.34369864543572,0,70.9028327034649,70.9028327034649,0,-0,-0,1,1,0
02-Nov-2023 17:00:00,0.398786053311825,8.888581,5.8,2,0,0,4.2448974733441,4.24489747334407,0,69.9195392919345,69.9195392919345,0,-0,-0,1,1,0
02-Nov-2023 17:15:00,0.2292098136127,8.320222,5.8,2,0,0,4.04550609319355,4.04550609319375,0,68.958611737131,68.9586117371311,0,-0,-0,1,1,0
02-Nov-2023 17:30:00,0.0227419525332749,8.06859,5.8,2,0,0,4.02292402373347,4.02292402373325,0,68.0428208841161,68.0428208841161,0,-0,-0,1,1,0
02-Nov-2023 17:45:00,0,7.7823772,5.8,2,0,0,3.89118859999989,3.89118860000011,0,67.1321419879681,67.1321419879682,0,-0,-0,1,1,8.88178419700125e-16
02-Nov-2023 18:00:00,0,7.457213,5.8,2,0,0,3.72860650000012,3.72860649999988,0,66.2512843535595,66.2512843535595,0,-0,-0,1,1,-8.88178419700125e-16
02-Nov-2023 18:15:00,0,7.3311014,5.8,2,0,0,3.6655506999999,3.6655507000001,0,65.407230816491,65.4072308164911,0,-0,-0,1,1,8.88178419700125e-16
02-Nov-2023 18:30:00,0,7.258394,5.8,2,0,0,3.62919700000011,3.62919699999989,0,64.5774513711034,64.5774513711034,0,-0,0,1,1,0
02-Nov-2023 18:45:00,0.0119555454410613,7.0945654,5.8,2,0,0,3.54130492727946,3.54130492727948,0,63.7559013993999,63.7559013993999,0,-0,0,1,1,-8.88178419700125e-16
02-Nov-2023 19:00:00,0.219686023503542,6.771197,5.8,2,0,0,3.27575548824824,3.27575548824822,0,62.9542477656072,62.9542477656072,0,-0,-0,1,1,-8.88178419700125e-16
02-Nov-2023 19:15:00,0.168212393420935,6.6235332,5.8,2,0,0,3.22766040328946,3.22766040328961,0,62.2127071910179,62.2127071910179,0,-0,-0,1,1,0
