datetime,PARAM_PV,PARAM_PL,Buy_rate,Sell_rate,Pnet,u1,s1,Pchg_1,Pchg_2,Pdchg_1,Pdchg_2,xchg_1,xchg_2,xdchg_1,xdchg_2,soc_1,soc_2,uPnet,uPchg,uPdchg,upper_bound_Pchg,upper_bound_Pdchg
2023-11-01 00:55:00,0.0,2.1148121,2.6,2,-16.244894471523182,3.519727135496689,0.0,7.065041185761591,7.065041185761591,0.0,0.0,1.0,1.0,0.0,0.0,54.97251776539833,54.97251776539833,0.0,0.26381514999999495,0.0,0.0,0.0
2023-11-01 01:00:00,0.0,2.3445997,2.6,2,-16.032793271523186,3.47377187549669,0.0,6.844096785761595,6.84409678576159,0.0,0.0,1.0,1.0,0.0,0.0,55.4199703738299,55.4199703738299,0.0,0.4847595499999967,0.0,0.009206750000023347,0.0
2023-11-01 01:05:00,0.0,1.9162347,2.6,2,-16.032793271523186,3.47377187549669,0.0,7.058279285761592,7.058279285761592,0.0,0.0,1.0,1.0,0.0,0.0,55.85342983692813,55.85342983692813,0.0,0.27057704999999815,0.0,0.03902275000000158,0.0
2023-11-01 01:10:00,0.0,2.1822777,2.6,2,-16.032793271523186,3.47377187549669,0.0,6.925257785761591,6.925257785761591,0.0,0.0,1.0,1.0,0.0,0.0,56.30045419169303,56.30045419169303,0.0,0.4035985499999989,0.0,0.010355649999999463,0.0
2023-11-01 01:15:00,0.004812715517543125,2.1909466,2.6,2,-16.101731471523184,3.48870848549669,0.0,6.957798793520364,6.957798793520363,0.0,0.0,1.0,1.0,0.0,0.0,56.73905385145793,56.73905385145793,0.0,0.3710575422412274,0.0,0.038931942241227785,0.0
2023-11-01 01:20:00,0.0,2.2443728,2.6,2,-16.101731471523184,3.48870848549669,0.0,6.928679335761593,6.928679335761593,0.0,0.0,1.0,1.0,0.0,0.0,57.179714441714225,57.179714441714225,0.0,0.4001769999999977,0.0,0.01234664999999959,0.0
2023-11-01 01:25:00,0.0,2.3728852,2.6,2,-16.101731471523184,3.48870848549669,0.0,6.864423135761592,6.864423135761592,0.0,0.0,1.0,1.0,0.0,0.0,57.61853079964579,57.61853079964579,0.0,0.4644331999999982,0.0,0.08099370208509483,0.0
2023-11-01 01:30:00,0.00516985633391875,2.7012331,2.6,2,-16.277540671523184,3.526800478830023,0.0,6.790738713928551,6.790738713928551,0.0,0.0,1.0,1.0,0.0,0.0,58.05327759824402,58.05327759824402,0.0,0.5381176218330402,0.0,0.0,0.0
2023-11-01 01:35:00,0.0,2.8888931,2.6,2,-16.277540671523184,3.526800478830023,0.0,6.694323785761592,6.694323785761592,0.0,0.0,1.0,1.0,0.0,0.0,58.48335771679283,58.48335771679283,0.0,0.6345325500000001,0.0,0.047541085299170976,0.0
2023-11-01 01:40:00,0.0,2.826135,2.6,2,-16.277540671523184,3.526800478830023,0.0,6.725702835761592,6.725702835761592,0.0,0.0,1.0,1.0,0.0,0.0,58.90733155655773,58.90733155655773,0.0,0.6031534999999986,0.0,0.06719884927296654,0.0
2023-11-01 01:45:00,0.007814636227860624,2.767059,2.6,2,-16.137242400924844,3.496402520200382,0.0,6.688999018576351,6.688999018576351,0.0,0.0,1.0,1.0,0.0,0.0,59.33329273615596,59.33329273615596,0.0,0.63985731718524,0.0,0.0,0.0
2023-11-01 01:50:00,0.0014946991601025,2.4589522,2.6,2,-16.137242400924844,3.496402520200382,0.0,6.8398924500424725,6.8398924500424725,0.0,0.0,1.0,1.0,0.0,0.0,59.7569293406658,59.7569293406658,0.0,0.48896388571911875,0.0,0.018202426815817845,0.0
2023-11-01 01:55:00,0.002034504892118125,2.7044551,2.6,2,-16.137242400924844,3.496402520200382,0.0,6.71741090290848,6.717410902908479,0.0,0.0,1.0,1.0,0.0,0.0,60.19012252916849,60.19012252916849,0.0,0.6114454328531114,0.0,0.020169122109802543,0.0
2023-11-01 02:00:00,0.006983322990685626,2.8057733,2.6,2,-16.048703371523185,3.477219063830023,0.0,6.624956697256935,6.624956697256935,0.0,0.0,1.0,1.0,0.0,0.0,60.61555855301936,60.61555855301936,0.0,0.7038996385046554,0.0,0.031200184050613367,0.0
2023-11-01 02:05:00,0.004709188028610625,2.5777164,2.6,2,-16.048703371523185,3.477219063830023,0.0,6.7378480797758975,6.737848079775897,0.0,0.0,1.0,1.0,0.0,0.0,61.03513914384563,61.03513914384563,0.0,0.5910082559856926,0.0,0.01038236705447463,0.0
2023-11-01 02:10:00,0.003479472441785,2.577155,2.6,2,-16.048703371523185,3.477219063830023,0.0,6.737513921982484,6.737513921982485,0.0,0.0,1.0,1.0,0.0,0.0,61.46186952223144,61.46186952223144,0.0,0.5913424137791075,0.0,0.005636346049608704,0.0
2023-11-01 02:15:00,0.009633041047676875,3.0590868,2.6,2,-16.011793471523184,3.4692219188300224,0.0,6.481169856285428,6.481169856285428,0.0,0.0,1.0,1.0,0.0,0.0,61.88857873729033,61.88857873729033,0.0,0.8476864794761618,0.0,0.02116189045302194,0.0
2023-11-01 02:20:00,0.003800601189583125,3.116426,2.6,2,-16.011793471523184,3.4692219188300224,0.0,6.449584036356382,6.449584036356382,0.0,0.0,1.0,1.0,0.0,0.0,62.29905282818841,62.29905282818841,0.0,0.8792722994052088,0.0,0.0050616297134015225,0.0
2023-11-01 02:25:00,0.00548960954099875,2.7397256,2.6,2,-16.011793471523184,3.4692219188300224,0.0,6.63877874053209,6.63877874053209,0.0,0.0,1.0,1.0,0.0,0.0,62.70752648382431,62.70752648382431,0.0,0.6900775952295015,0.0,0.014690797215426658,0.0
2023-11-01 02:30:00,0.0043502886392175,2.4846153,2.6,2,-16.055875471523187,3.478773018830023,0.0,6.7878052300812,6.787805230081201,0.0,0.0,1.0,1.0,0.0,0.0,63.127982470724675,63.127982470724675,0.0,0.5410511056803903,0.0,0.025953909348683465,0.0
2023-11-01 02:35:00,0.007776207820884375,2.4213405,2.6,2,-16.055875471523187,3.478773018830023,0.0,6.821155589672034,6.821155589672034,0.0,0.0,1.0,1.0,0.0,0.0,63.557876801963154,63.557876801963154,0.0,0.5077007460895574,0.0,0.0,0.0
2023-11-01 02:40:00,0.003627215547859375,1.8481431,2.6,2,-16.055875471523187,3.478773018830023,0.0,7.105679793535523,7.105679793535522,0.0,0.0,1.0,1.0,0.0,0.0,63.989883322642385,63.989883322642385,0.0,0.22317654222606811,0.0,0.0770533908188031,0.0
2023-11-01 02:45:00,0.004576104229688125,2.1409168,2.6,2,-16.01035827152318,3.468910958830022,0.0,6.937008787876432,6.937008787876435,0.0,0.0,1.0,1.0,0.0,0.0,64.43990970956631,64.43990970956631,0.0,0.3918475478851589,0.0,0.0,0.0
2023-11-01 02:50:00,0.004321908618136875,2.2658958,2.6,2,-16.01035827152318,3.468910958830022,0.0,6.874392190070659,6.874392190070659,0.0,0.0,1.0,1.0,0.0,0.0,64.87925359946514,64.87925359946514,0.0,0.4544641456909325,0.0,0.017429187130559902,0.0
2023-11-01 02:55:00,0.0038216801555824996,2.395342,2.6,2,-16.01035827152318,3.468910958830022,0.0,6.809418975839382,6.80941897583938,0.0,0.0,1.0,1.0,0.0,0.0,65.31463177150296,65.31463177150296,0.0,0.5194373599222099,0.0,0.0,0.0
2023-11-01 03:00:00,0.0028416981118725,2.136815,2.6,2,-15.98384687152318,3.4631668221633554,0.0,6.924936784817526,6.924936784817527,0.0,0.0,1.0,1.0,0.0,0.0,65.74589497330612,65.74589497330612,0.0,0.40391955094406395,0.0,0.07784664147419784,0.0
2023-11-01 03:05:00,0.0,1.8830738,2.6,2,-15.98384687152318,3.4631668221633554,0.0,7.050386535761589,7.050386535761589,0.0,0.0,1.0,1.0,0.0,0.0,66.18447430301123,66.18447430301123,0.0,0.2784698000000017,0.0,0.007444541659406942,0.0
2023-11-01 03:10:00,0.001698252932075,1.410939,2.6,2,-15.98384687152318,3.4631668221633554,0.0,7.287303062227626,7.287303062227628,0.0,0.0,1.0,1.0,0.0,0.0,66.63099878360946,66.63099878360946,0.0,0.04155327353396331,0.0,0.006410973533961492,0.0
2023-11-01 03:15:00,0.00135046265143875,1.0657489,2.6,2,-15.722111108871744,3.406457406922211,0.0,7.328856335761591,7.328856335761591,0.0,0.0,1.0,1.0,0.0,0.0,67.09252797755055,67.09252797755055,0.18314866265144117,0.0,0.0,0.0,0.0
2023-11-01 03:20:00,0.0,1.1210703,2.6,2,-15.778782971523185,3.4187363104966892,0.0,7.328856335761591,7.328856335761591,0.0,0.0,1.0,1.0,0.0,0.0,67.55668887881545,67.55668887881545,0.12647680000000042,0.0,0.0,6.207095690993074,0.0
2023-11-01 03:25:00,0.0,1.0602225,2.6,2,-15.717935171523187,3.4055526204966897,0.0,7.328856335761591,7.328856335761591,0.0,0.0,1.0,1.0,0.0,0.0,68.02084978008035,68.02084978008035,0.18732459999999837,0.0,0.0,0.0,0.0
2023-11-01 03:30:00,0.0,1.0038373,2.6,2,-3.3433511895370343,0.7243927577330239,0.0,1.1697569447685172,1.169756944768517,0.0,0.0,1.0,1.0,0.0,0.0,68.48501068134526,68.48501068134526,0.04493880000000038,0.0,0.0,0.0,0.0
2023-11-01 03:35:00,0.0,0.9022966,2.6,2,-3.2418104895370345,0.7023922727330241,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,68.55909528784727,68.55909528784727,0.14647949999999982,0.0,0.0,0.0,0.0
2023-11-01 03:40:00,0.0,0.9208649,2.6,2,-3.2603787895370338,0.7064154043996906,0.0,1.1697569447685172,1.169756944768517,0.0,0.0,1.0,1.0,0.0,0.0,68.63317989434928,68.63317989434928,0.12791120000000075,0.0,0.0,0.0,0.0
2023-11-01 03:45:00,0.0,0.9262714,2.6,2,-3.265785289537034,0.707586812733024,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,68.7072645008513,68.7072645008513,0.1109875000000007,0.0,0.0,0.0,0.0
2023-11-01 03:50:00,0.0,0.8714489,2.6,2,-3.2109627895370143,0.6957086043996863,0.0,1.1697569447685172,1.1697569447684972,0.0,0.0,1.0,1.0,0.0,0.0,68.78134910735331,68.78134910735331,0.16581000000002058,0.0,0.0,0.0,0.0
2023-11-01 03:55:00,0.0,0.859115,2.6,2,-3.198628889537082,0.693036259399701,0.0,1.1697569447685172,1.169756944768565,0.0,0.0,1.0,1.0,0.0,0.0,68.85543371385532,68.8554337138553,0.17814389999995275,0.0,0.0,0.0,0.0
2023-11-01 04:00:00,0.0,0.78734183,2.6,2,-3.126855719537147,0.6774854058997151,0.0,1.1697569447685172,1.1697569447686293,0.0,0.0,1.0,1.0,0.0,0.0,68.92951832035733,68.92951832035732,0.15485308732943906,0.0,0.0,0.0,0.0
2023-11-01 04:05:00,0.0,0.77230036,2.6,2,-3.1118142495372587,0.6742264207330727,0.0,1.1697569447685172,1.1697569447687415,0.0,0.0,1.0,1.0,0.0,0.0,69.00360292685934,69.00360292685933,0.16989455732932734,0.0,0.0,0.09066003001479148,0.0
2023-11-01 04:10:00,0.0,0.76824427,2.6,2,-3.1077581595370343,0.6733476012330241,0.0,1.1697569447685172,1.1697569447685174,0.0,0.0,1.0,1.0,0.0,0.0,69.07768753336136,69.07768753336136,0.17395064732955184,0.0,0.0,0.0,0.0
2023-11-01 04:15:00,0.0,0.81350034,2.6,2,-2.9473270295074516,0.6385875230599478,0.0,1.0669133447537256,1.0669133447537256,0.0,0.0,1.0,1.0,0.0,0.0,69.15177213986337,69.15177213986337,0.0,0.10284360001479147,0.0,0.00494267999999973,0.0
2023-11-01 04:20:00,0.0,0.8322274,2.6,2,-2.9473270295074516,0.6385875230599478,0.0,1.0575498147537257,1.0575498147537257,0.0,0.0,1.0,1.0,0.0,0.0,69.21934331836444,69.21934331836444,0.0,0.11220713001479138,0.0,0.007031973703351203,0.0
2023-11-01 04:25:00,0.0,0.80786544,2.6,2,-2.9473270295074516,0.6385875230599478,0.0,1.0697307947537258,1.0697307947537258,0.0,0.0,1.0,1.0,0.0,0.0,69.28632147329884,69.28632147329884,0.0,0.10002615001479132,0.0,0.01220685499999997,0.0
2023-11-01 04:30:00,0.0,0.79651356,2.6,2,-2.9992450769141548,0.6498364333314001,0.0,1.101365758457077,1.101365758457077,0.0,0.0,1.0,1.0,0.0,0.0,69.35407109029991,69.35407109029991,0.0,0.06839118631143992,0.0,0.00705431999999981,0.0
2023-11-01 04:35:00,0.0,0.7889326,2.6,2,-2.9992450769141548,0.6498364333314001,0.0,1.105156238457077,1.1051562384570774,0.0,0.0,1.0,1.0,0.0,0.0,69.42382425500219,69.42382425500219,0.0,0.06460070631144016,0.0,0.04145332022584745,0.0
2023-11-01 04:40:00,0.0,0.7913623,2.6,2,-2.9992450769141548,0.6498364333314001,0.0,1.103941388457077,1.103941388457077,0.0,0.0,1.0,1.0,0.0,0.0,69.49381748343781,69.49381748343781,0.0,0.06581555631143998,0.0,0.01170246999999991,0.0
2023-11-01 04:45:00,0.001439501017704375,0.7838943,2.6,2,-2.9361124364624605,0.6361576945668663,0.0,1.0768288187400825,1.0768288187400825,0.0,0.0,1.0,1.0,0.0,0.0,69.56373377137342,69.56373377137342,0.0,0.09292812602843463,0.0,0.015318615584609358,0.0
2023-11-01 04:50:00,0.003831070541683125,0.8352074,2.6,2,-2.9361124364624605,0.6361576945668663,0.0,1.0523680535020719,1.0523680535020719,0.0,0.0,1.0,1.0,0.0,0.0,69.63193292989362,69.63193292989362,0.0,0.11738889126644532,0.0,0.07037724918387106,0.0
2023-11-01 04:55:00,0.00122305002780625,0.8046083,2.6,2,-2.9361124364624605,0.6361576945668663,0.0,1.0663635932451332,1.0663635932451332,0.0,0.0,1.0,1.0,0.0,0.0,69.69858290661541,69.69858290661541,0.0,0.10339335152338383,0.0,0.00862478265852359,0.0
2023-11-01 05:00:00,0.0077612765936175,0.79180396,2.6,2,-3.1235565729434165,0.6767705908044068,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,69.76611926752093,69.76611926752093,0.0038776765936183884,0.0,0.0,0.010870747683107397,0.0
2023-11-01 05:05:00,0.009865660266950625,0.7972805,2.6,2,-3.126928729270084,0.6775012246751847,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,69.84020387402295,69.84020387402295,0.000505520266951101,0.0,0.0,0.05838687338588527,0.0
2023-11-01 05:10:00,0.00998439465388625,0.8153368,2.6,2,-3.127434249537035,0.6776107540663576,0.0,1.1610409220954605,1.1610409220954605,0.0,0.0,1.0,1.0,0.0,0.0,69.91428848052496,69.91428848052496,0.0,0.008716022673056538,0.0,0.00812196857817179,0.0
2023-11-01 05:15:00,0.01617592377662625,0.81832147,2.6,2,-3.053661189537035,0.6616265910663575,0.0,1.1257578216568305,1.1257578216568305,0.0,0.0,1.0,1.0,0.0,0.0,69.98782107225767,69.98782107225767,0.0,0.043999123111686654,0.0,0.013541153320142007,0.0
2023-11-01 05:20:00,0.019784558741748125,0.921782,2.6,2,-3.053661189537035,0.6616265910663575,0.0,1.0758318741393913,1.0758318741393913,0.0,0.0,1.0,1.0,0.0,0.0,70.05911906762927,70.05911906762927,0.0,0.09392507062912575,0.0,0.009264390322919596,0.0
2023-11-01 05:25:00,0.019758971996605,0.8674709,2.6,2,-3.053661189537035,0.6616265910663575,0.0,1.1029746307668198,1.1029746307668198,0.0,0.0,1.0,1.0,0.0,0.0,70.12725508632477,70.12725508632477,0.0,0.06678231400169714,0.0,0.008311633415269786,0.0
2023-11-01 05:30:00,0.029159383510798123,0.8153765,2.6,2,-3.074926849537035,0.6662341507330242,0.0,1.1443548665239165,1.1443548665239165,0.0,0.0,1.0,1.0,0.0,0.0,70.19711014627333,70.19711014627333,0.0,0.025402078244600397,0.0,0.001160794493070536,0.0
2023-11-01 05:35:00,0.030171357659249998,0.8046378,2.6,2,-3.074926849537035,0.6662341507330242,0.0,1.1502302035981227,1.1502302035981629,0.0,0.0,1.0,1.0,0.0,0.0,70.26958595448652,70.26958595448652,0.0,0.01952674117039441,0.0,0.01952674117039441,0.0
2023-11-01 05:40:00,0.03507529440522188,0.8366916,2.6,2,-3.074926849537035,0.6662341507330242,0.0,1.1366552719711283,1.1366552719711283,0.0,0.0,1.0,1.0,0.0,0.0,70.34243386738106,70.34243386738106,0.0,0.033101672797388605,0.0,0.002549269363677595,0.0
2023-11-01 05:45:00,0.041711326651275,0.83488053,2.6,2,-3.1326830928857596,0.6787480034585811,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,70.4144220346059,70.4144220346059,0.1114122966512749,0.0,0.0,0.0,0.0
2023-11-01 05:50:00,0.04375337545126625,0.89072436,2.6,2,-3.186484874085768,0.6904050560519164,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,70.48850664110792,70.48850664110792,0.05761051545126653,0.0,0.0,0.0,0.0
2023-11-01 05:55:00,0.07489225300848437,0.87135905,2.6,2,-3.13598068652855,0.6794624820811858,0.0,1.1697569447685172,1.169756944768517,0.0,0.0,1.0,1.0,0.0,0.0,70.56259124760993,70.56259124760993,0.10811470300848443,0.0,0.0,0.0,0.0
2023-11-01 06:00:00,0.09367372657656625,0.8218242,2.6,2,-3.067664362960468,0.6646606119747681,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,70.63667585411194,70.63667585411194,0.25584639657656677,0.0,0.0,0.0,0.0
2023-11-01 06:05:00,0.18146389700174315,0.83678687,2.6,2,-2.994836862535291,0.6488813202159797,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,70.71076046061395,70.71076046061395,0.3286738970017437,0.0,0.0,0.0,0.0
2023-11-01 06:10:00,0.19925812427401499,0.896936,2.6,2,-3.0371917652630187,0.6580582158069874,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,70.78484506711597,70.78484506711597,0.28631899427401614,0.0,0.0,0.0,0.0
2023-11-01 06:15:00,0.17355062409639313,0.9276873,2.6,2,-3.093650565440641,0.6702909558454722,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,70.85892967361798,70.85892967361798,0.36237591391875196,0.0,0.0,0.0,0.0
2023-11-01 06:20:00,0.31905574511289564,1.0259702,2.6,2,-3.0464283444241382,0.66005947462523,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,70.93301428011999,70.93301428011999,0.409598134935255,0.0,0.0,0.25527600004708234,0.0
2023-11-01 06:25:00,0.2929877801299094,1.0451057,2.6,2,-3.0916318094071245,0.669853558704877,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,71.007098886622,71.007098886622,0.36439466995226855,0.0,0.0,0.0,0.0
2023-11-01 06:30:00,0.4183556901454925,0.9894649,2.6,2,-2.648673383321139,0.5738792330529133,0.0,1.0387820867333157,1.038782086733316,0.0,0.0,1.0,1.0,0.0,0.0,71.08118349312402,71.08118349312402,0.0,0.13097485803520129,0.0,0.0,0.0
2023-11-01 06:35:00,0.7954149287223813,0.96333104,2.6,2,-2.507430000814653,0.5432765001765082,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,71.1469730252838,71.1469730252838,0.14124338250648605,0.0,0.0,0.29998319131612794,0.0
2023-11-01 06:40:00,0.72902945458889,0.98801357,2.6,2,-2.5984980049481443,0.5630079010720979,0.0,1.1697569447685172,1.1697569447685174,0.0,0.0,1.0,1.0,0.0,0.0,71.22105763178581,71.22105763178581,0.05017537837299466,0.0,0.0,0.0,0.0
2023-11-01 06:45:00,1.1546431689262389,0.98793554,2.6,2,-2.1080870739189015,0.4567521993490952,0.0,1.1373973514225701,1.13739735142257,0.0,0.0,1.0,1.0,0.0,0.0,71.29514223828782,71.29514223828782,0.0,0.03235959334594702,0.0,0.011379969059257962,0.0
2023-11-01 06:50:00,1.2013611599922176,0.9978962,2.6,2,-2.1080870739189015,0.4567521993490952,0.0,1.1557760169555593,1.1557760169555593,0.0,0.0,1.0,1.0,0.0,0.0,71.36717740387792,71.36717740387792,0.0,0.013980927812957702,0.0,0.08800470496062547,0.0
2023-11-01 06:55:00,1.346898626375198,1.0805964,2.6,2,-2.073211663161836,0.44919586035173104,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,71.44037655161844,71.44037655161844,0.03487541075706546,0.0,0.0,0.0,0.0
2023-11-01 07:00:00,1.4790033441066743,1.0242156,2.6,2,-1.88472614543036,0.4083573315099113,0.0,1.1697569447685172,1.169756944768517,0.0,0.0,1.0,1.0,0.0,0.0,71.51446115812045,71.51446115812045,0.11909363313142275,0.0,0.0,0.0,0.0
2023-11-01 07:05:00,1.5066032432556151,0.99049336,2.6,2,-1.8234040062814194,0.3950708680276408,0.0,1.1697569447685172,1.169756944768517,0.0,0.0,1.0,1.0,0.0,0.0,71.58854576462247,71.58854576462247,0.1804157722803635,0.0,0.0,0.0,0.0
2023-11-01 07:10:00,1.851061472940445,0.9777151,2.6,2,-1.466167516596589,0.3176696285959276,0.0,1.1697569447685172,1.169756944768517,0.0,0.0,1.0,1.0,0.0,0.0,71.66263037112448,71.66263037112448,0.5376522619651938,0.0,0.0,0.0,0.0
2023-11-01 07:15:00,1.7923815772533418,0.98630184,2.6,2,-1.5334341522836925,0.3322440663281333,0.0,1.1697569447685172,1.169756944768517,0.0,0.0,1.0,1.0,0.0,0.0,71.73671497762649,71.73671497762649,0.26041268985841304,0.0,0.0,0.0,0.0
2023-11-01 07:20:00,2.112848306465149,1.0278352,2.6,2,-1.2545007830718857,0.2718085029989085,0.0,1.1697569447685172,1.1697569447685174,0.0,0.0,1.0,1.0,0.0,0.0,71.8107995841285,71.8107995841285,0.5393460590702198,0.0,0.0,0.0,0.0
2023-11-01 07:25:00,2.307415947532654,1.1154301,2.6,2,-1.1475280420043803,0.24863107576761573,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,71.88488419063052,71.88488419063052,0.646318800137725,0.0,0.0,0.0,0.0
2023-11-01 07:30:00,2.442036282634735,1.0491369,2.6,2,-0.9466145069022992,0.2050998098288315,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,71.95896879713253,71.95896879713253,0.5451340665542743,0.0,0.0,0.0,0.0
2023-11-01 07:35:00,2.6551947681427,1.0386574,2.6,2,-0.7229765213943344,0.15664491296877245,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,72.03305340363454,72.03305340363454,0.7687720520622391,0.0,0.0,0.0,0.0
2023-11-01 07:40:00,2.8471906225204466,1.0361264,2.6,2,-0.5284496670165877,0.11449742785359397,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,72.10713801013655,72.10713801013655,0.9632989064399857,0.0,0.0,0.0,0.0
2023-11-01 07:45:00,3.0805239752769475,1.2635496,2.6,2,-0.5225395142600869,0.11321689475635215,0.0,1.1697569447685172,1.1697569447685172,0.0,0.0,1.0,1.0,0.0,0.0,72.18122261663856,72.18122261663856,0.4007736054618978,0.0,0.0,0.0,0.0
2023-11-01 07:50:00,3.782581894969941,3.1063035,2.6,2,-0.9233131197219847,0.20005117593976335,0.0,0.7997957573459625,0.7997957573459626,0.0,0.0,1.0,1.0,0.0,0.0,72.25530722314058,72.25530722314058,0.0,0.36996118742255446,0.0,0.2736027389526366,0.0
2023-11-01 07:55:00,4.709476237678528,5.9609,2.6,2,6.88338275267597e-14,0.0,0.0,0.0,0.0,0.6257118811607904,0.6257118811607502,0.0,0.0,1.0,1.0,72.30596095443916,72.30596095443916,0.9233131197220535,1.169756944768517,0.6257118811607904,0.0,0.0
2023-11-01 08:00:00,4.9206877601623535,7.3627605,2.6,2,0.0,0.0,0.0,0.0,0.0,1.2210363699188234,1.2210363699188234,0.0,0.0,1.0,1.0,72.25874632465906,72.25874632465906,0.40723267993469253,1.169756944768517,1.2210363699188234,0.0,0.0
2023-11-01 08:05:00,4.668125057029724,7.6518354,2.6,2,-0.3286333181442269,0.07120388559791573,0.0,0.0,0.0,1.3275385124130248,1.3275385124130248,0.0,0.0,1.0,1.0,72.16661002057161,72.16661002057161,0.07859936179046584,1.169756944768517,1.3275385124130248,0.0,0.0
